Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/06/2021,01/04/2020,01/02/2021,New York City,Male,18-29 years,65,851,33,16,,82,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Male,25-34 years,122,1105,73,44,,153,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Male,30-49 years,895,3760,417,300,65,1025,
01/06/2021,01/04/2020,01/02/2021,New York City,Male,35-44 years,414,1789,174,127,27,468,
01/06/2021,01/04/2020,01/02/2021,New York City,Male,45-54 years,1034,3436,520,376,76,1186,
01/06/2021,01/04/2020,01/02/2021,New York City,Male,50-64 years,2969,9387,1548,1089,202,3455,
01/06/2021,01/04/2020,01/02/2021,New York City,Male,55-64 years,2335,7283,1217,850,158,2725,
01/06/2021,01/04/2020,01/02/2021,New York City,Male,65-74 years,3438,9776,1834,1306,143,3974,
01/06/2021,01/04/2020,01/02/2021,New York City,Male,75-84 years,3308,10031,1957,1305,112,3975,
01/06/2021,01/04/2020,01/02/2021,New York City,Male,85 years and over,2261,8945,1524,875,82,2928,
01/06/2021,01/04/2020,01/02/2021,New York City,Female,All Ages,8927,38009,5452,3416,404,11063,
01/06/2021,01/04/2020,01/02/2021,New York City,Female,Under 1 year,,165,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Female,0-17 years,,241,,,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Female,1-4 years,,15,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Female,5-14 years,,44,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Female,15-24 years,10,158,,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Female,18-29 years,27,305,21,,,41,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Female,25-34 years,60,419,32,17,,77,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Female,30-49 years,318,1654,169,96,23,394,
01/06/2021,01/04/2020,01/02/2021,New York City,Female,35-44 years,120,765,74,36,,159,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Female,45-54 years,411,1729,233,148,35,502,
01/06/2021,01/04/2020,01/02/2021,New York City,Female,50-64 years,1358,5202,793,537,91,1633,
01/06/2021,01/04/2020,01/02/2021,New York City,Female,55-64 years,1104,4107,638,438,70,1319,
01/06/2021,01/04/2020,01/02/2021,New York City,Female,65-74 years,1861,6593,1054,719,93,2216,
01/06/2021,01/04/2020,01/02/2021,New York City,Female,75-84 years,2421,8943,1492,964,93,2970,
01/06/2021,01/04/2020,01/02/2021,New York City,Female,85 years and over,2936,15071,1918,1089,99,3799,
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,Under 1 year,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,1-4 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,5-14 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,30-49 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,35-44 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,45-54 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,50-64 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,55-64 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,65-74 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,75-84 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,New York City,Unknown,85 years and over,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,North Carolina,All Sexes,All Ages,3469,75836,5543,1466,281,7824,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,All Ages,1800,38977,2921,796,135,4057,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,Under 1 year,0,310,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,0-17 years,,531,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,1-4 years,0,50,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,5-14 years,,86,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,15-24 years,,718,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,18-29 years,,1226,13,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,25-34 years,16,1313,24,,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,30-49 years,109,3512,124,44,11,200,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,35-44 years,46,1597,51,16,,87,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,45-54 years,130,2891,153,56,12,239,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,50-64 years,333,7831,500,155,44,722,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,55-64 years,254,6135,405,123,37,573,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,65-74 years,443,8943,725,184,27,1009,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,75-84 years,519,9472,874,230,25,1188,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Male,85 years and over,389,7462,679,181,22,908,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,All Ages,1669,36849,2622,670,146,3767,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,Under 1 year,0,254,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,0-17 years,0,381,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,1-4 years,0,27,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,5-14 years,0,65,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,15-24 years,,264,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,18-29 years,,485,13,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,25-34 years,10,580,24,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,30-49 years,49,1955,99,19,12,141,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,35-44 years,20,899,45,,,63,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,45-54 years,66,1816,107,31,13,155,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,50-64 years,192,5124,349,90,31,482,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,55-64 years,148,4040,283,67,23,387,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,65-74 years,340,6706,556,168,39,767,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,75-84 years,434,9275,694,167,25,986,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Female,85 years and over,650,12923,906,225,30,1361,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,All Ages,0,10,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,Under 1 year,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,0-17 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,1-4 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,5-14 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,15-24 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,18-29 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,35-44 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,45-54 years,0,0,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,55-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,65-74 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,75-84 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Carolina,Unknown,85 years and over,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,All Sexes,All Ages,1126,8021,1032,547,31,1641,
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,All Ages,622,4261,599,332,13,901,
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,Under 1 year,0,28,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,0-17 years,0,56,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,5-14 years,0,13,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,15-24 years,,66,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,18-29 years,,116,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,25-34 years,,139,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,30-49 years,22,363,31,16,,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,35-44 years,14,179,21,13,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,45-54 years,22,231,30,13,0,39,
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,50-64 years,82,682,91,47,,127,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,55-64 years,65,554,68,36,,98,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,65-74 years,110,855,125,61,,178,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,75-84 years,163,1028,163,92,,236,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Male,85 years and over,243,1161,185,115,,316,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Female,All Ages,504,3760,433,215,18,740,
01/06/2021,01/04/2020,01/02/2021,North Dakota,Female,Under 1 year,0,18,0,0,0,0,
01/06/2021,01/04/2020,01/02/2021,North Dakota,Female,0-17 years,,35,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Female,15-24 years,,26,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Female,18-29 years,,39,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2021,01/04/2020,01/02/2021,North Dakota,Female,25-34 years,,44,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
